Iteration,Generator Loss,Discriminator Loss
0,0.8521910309791565,1.449566125869751
1,0.8615806102752686,1.4168670177459717
2,0.8286561965942383,1.430588722229004
3,0.807599663734436,1.4281566143035889
4,0.7996158599853516,1.413619041442871
5,0.792032778263092,1.4066832065582275
6,0.7879701852798462,1.4241621494293213
7,0.7492734789848328,1.4377586841583252
8,0.7610645294189453,1.42966628074646
9,0.7407716512680054,1.3995405435562134
10,0.7512832880020142,1.4035497903823853
11,0.7290564179420471,1.4083285331726074
12,0.7217371463775635,1.3891085386276245
13,0.730214536190033,1.396207571029663
14,0.7091418504714966,1.3858622312545776
15,0.7144452333450317,1.4128797054290771
16,0.7149544954299927,1.3933162689208984
17,0.7153242826461792,1.3835617303848267
18,0.7175081968307495,1.3946185111999512
19,0.7132463455200195,1.3957502841949463
20,0.7019433379173279,1.4307029247283936
21,0.7040673494338989,1.4002532958984375
22,0.6972264647483826,1.4070723056793213
23,0.7093923091888428,1.3934916257858276
24,0.7008262872695923,1.403112530708313
25,0.7016850113868713,1.3892443180084229
26,0.6932072639465332,1.396152377128601
27,0.692333459854126,1.3784072399139404
28,0.6937556266784668,1.3887364864349365
29,0.6785619258880615,1.400190830230713
30,0.6799868941307068,1.406597375869751
31,0.7031084299087524,1.3992631435394287
32,0.6910971403121948,1.391203761100769
33,0.6957169771194458,1.3933145999908447
34,0.6934866309165955,1.404951572418213
35,0.6898472309112549,1.3974907398223877
36,0.6956796646118164,1.4102246761322021
37,0.6965006589889526,1.4104256629943848
38,0.6925618052482605,1.3827382326126099
39,0.6920267343521118,1.3864474296569824
40,0.6894681453704834,1.3790521621704102
41,0.6977500319480896,1.4044584035873413
42,0.6847102642059326,1.3902497291564941
43,0.6952962279319763,1.4144028425216675
44,0.692981481552124,1.406040906906128
45,0.6883611679077148,1.3908644914627075
46,0.6980727314949036,1.381894588470459
47,0.6969022154808044,1.379992127418518
48,0.6886187791824341,1.3832001686096191
49,0.6896088123321533,1.3907389640808105
50,0.6943085789680481,1.387627363204956
51,0.694158673286438,1.395817756652832
52,0.6838943362236023,1.3952741622924805
53,0.7012335062026978,1.409677267074585
54,0.6928346157073975,1.4130780696868896
55,0.6870523691177368,1.3683949708938599
56,0.691672682762146,1.4010534286499023
57,0.7088125944137573,1.3886538743972778
58,0.6963927745819092,1.3939225673675537
59,0.6898964643478394,1.3847131729125977
60,0.7017631530761719,1.3828766345977783
61,0.6969936490058899,1.3957688808441162
62,0.6803474426269531,1.395486831665039
63,0.7030357718467712,1.4051942825317383
64,0.6954641342163086,1.4064819812774658
65,0.6904531717300415,1.3863893747329712
66,0.703914999961853,1.3746027946472168
67,0.6905359625816345,1.387932538986206
68,0.694427490234375,1.3907597064971924
69,0.6901932954788208,1.3961172103881836
70,0.7065646648406982,1.3922234773635864
71,0.6825138330459595,1.3789856433868408
72,0.6970844268798828,1.3852201700210571
73,0.6833844184875488,1.3832929134368896
74,0.6905786395072937,1.3924299478530884
75,0.6912363767623901,1.3900585174560547
76,0.7020440101623535,1.4182634353637695
77,0.7027598023414612,1.3992037773132324
78,0.6992357969284058,1.3761011362075806
79,0.6952660083770752,1.407867193222046
80,0.7135412693023682,1.3764601945877075
81,0.692379355430603,1.3784570693969727
82,0.701539158821106,1.3853070735931396
83,0.6939091682434082,1.3880424499511719
84,0.6878012418746948,1.3813546895980835
85,0.6936825513839722,1.3853416442871094
86,0.6935862302780151,1.3856089115142822
87,0.684684693813324,1.3848559856414795
88,0.6945720314979553,1.3828576803207397
89,0.6901159286499023,1.3755011558532715
90,0.6826300621032715,1.396377444267273
91,0.6877015233039856,1.3903319835662842
92,0.6945728063583374,1.387790322303772
93,0.6932709217071533,1.392869472503662
94,0.690866231918335,1.3846609592437744
95,0.6991186141967773,1.3834761381149292
96,0.6846425533294678,1.3926986455917358
97,0.6972669363021851,1.3854748010635376
98,0.686872124671936,1.3894579410552979
99,0.6952598690986633,1.4058064222335815
100,0.6984996795654297,1.3938894271850586
101,0.6867942810058594,1.3968555927276611
102,0.691026508808136,1.3868498802185059
103,0.7056742906570435,1.3856525421142578
104,0.7069933414459229,1.3878767490386963
105,0.6982558965682983,1.4056317806243896
106,0.6973845958709717,1.400790810585022
107,0.6930716633796692,1.3917217254638672
108,0.6965546011924744,1.3949809074401855
109,0.6988483667373657,1.3620076179504395
110,0.692760169506073,1.3974554538726807
111,0.7019875645637512,1.3802977800369263
112,0.70549076795578,1.387979507446289
113,0.7040851712226868,1.373641014099121
114,0.6872218251228333,1.4048497676849365
115,0.7009381055831909,1.3760135173797607
116,0.7152949571609497,1.3614380359649658
117,0.7135034799575806,1.3623195886611938
118,0.6996399164199829,1.3762420415878296
119,0.7037621736526489,1.3548290729522705
120,0.7124524116516113,1.3645806312561035
121,0.7080275416374207,1.3714821338653564
122,0.7010629177093506,1.3793220520019531
123,0.6969987154006958,1.3732019662857056
124,0.7149273157119751,1.3752111196517944
125,0.6961561441421509,1.3730465173721313
126,0.6983264088630676,1.3514256477355957
